danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0.45,0.782,-6.769,0.0364,0.00919,0.101,0.123,0.222,173.954,201602,0
0.592,0.927,-7.446,0.0379,1.42e-05,0.583,0.294,0.326,126.005,232381,5
0.664,0.533,-10.988,0.387,0.00514,0.0,0.333,0.104,150.149,116480,6
0.614,0.838,-6.896,0.028,0.0304,0.000297,0.166,0.578,127.971,315000,7
0.902,0.743,-3.495,0.284,0.103,5.53e-06,0.0956,0.626,135.951,212712,6
0.724,0.151,-16.933,0.0805,0.757,0.89,0.146,0.0839,87.003,166897,3
0.715,0.183,-15.345,0.0581,0.504,0.873,0.109,0.456,130.003,164327,3
0.593,0.871,-8.068,0.0386,0.279,0.894,0.131,0.0719,121.994,324000,5
0.786,0.706,-6.212,0.0537,0.251,0.213,0.142,0.313,120.011,255093,7
0.512,0.821,-7.442,0.0334,0.0696,0.335,0.0998,0.4,149.988,287147,0
0.805,0.418,-14.374,0.0979,0.459,0.0,0.288,0.966,149.724,205427,2
0.533,0.213,-13.437,0.0342,0.849,0.565,0.449,0.207,80.004,378253,3
0.731,0.75,-10.457,0.0321,0.0862,0.000388,0.202,0.639,135.406,178987,2
0.853,0.533,-13.443,0.107,0.000155,0.883,0.0643,0.542,99.989,356560,5
0.674,0.501,-12.907,0.0579,0.0398,0.000123,0.0818,0.563,107.363,313147,7
0.788,0.617,-4.516,0.0651,0.0448,0.0,0.088,0.128,122.065,243800,7
0.628,0.827,-3.139,0.04,0.0616,0.0,0.495,0.429,130.016,208627,4
0.611,0.677,-6.745,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,0
0.829,0.472,-13.568,0.046,0.38,0.0,0.0982,0.959,119.709,294800,2
0.855,0.847,-9.019,0.042,0.234,0.00062,0.345,0.89,122.644,255133,2
0.615,0.804,-11.04,0.0752,0.0823,0.0,0.085,0.932,85.164,290667,2
0.739,0.52,-6.301,0.0679,0.0754,0.0,0.382,0.247,126.037,289627,7
0.382,0.95,-5.099,0.23,0.00776,5.46e-05,0.355,0.239,126.956,116533,4
0.756,0.578,-3.886,0.0386,0.011,0.00645,0.127,0.955,102.96,280427,2
0.618,0.538,-5.828,0.0319,0.0253,1.37e-05,0.352,0.308,79.923,221840,7
0.604,0.723,-6.458,0.0358,0.432,3.96e-05,0.102,0.68,83.455,340627,2
0.879,0.495,-10.584,0.0765,0.538,0.000333,0.0827,0.802,102.652,313493,2
0.777,0.414,-7.44,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,7
0.742,0.945,-6.445,0.0428,0.0639,0.165,0.131,0.742,112.977,256693,2
0.623,0.649,-7.953,0.0274,0.245,0.000966,0.146,0.88,116.74,227907,2
0.729,0.65,-3.539,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,7
0.486,0.963,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,146573,7
0.683,0.86,-7.317,0.31,0.0117,0.000379,0.356,0.298,143.311,175357,6
0.697,0.655,-9.781,0.15,0.0626,0.774,0.353,0.415,86.969,181149,5
0.673,0.568,-9.117,0.0694,0.0509,0.00594,0.127,0.137,110.021,188727,7
0.747,0.722,-7.33,0.0349,0.0957,0.000519,0.208,0.545,100.215,202349,2
0.153,0.523,-26.536,0.0465,2.13e-06,0.854,0.403,0.0553,94.429,150000,3
0.661,0.83,-3.637,0.0485,0.0226,2.78e-06,0.0774,0.801,102.878,202733,2
0.578,0.947,-2.431,0.0359,0.00744,0.0816,0.105,0.456,134.033,246007,0
0.605,0.661,-9.476,0.0443,0.455,0.326,0.109,0.259,144.968,217120,1
0.765,0.445,-9.646,0.114,0.228,0.0,0.103,0.336,112.046,206378,7
0.723,0.687,-7.019,0.0373,0.211,5.93e-05,0.137,0.862,95.237,322050,2
0.597,0.464,-12.88,0.0342,0.0346,0.0863,0.0788,0.375,141.2,243600,7
0.517,0.663,-7.259,0.218,0.0408,0.0305,0.293,0.529,91.746,236307,6
0.702,0.735,-10.458,0.0465,0.243,0.117,0.474,0.687,105.177,346667,4
0.887,0.811,-4.006,0.0619,0.588,0.342,0.133,0.978,111.373,151507,2
0.264,0.318,-7.562,0.0322,0.0242,0.00813,0.178,0.102,137.083,186369,0
0.583,0.676,-7.639,0.173,0.0193,0.0,0.1,0.61,71.838,216771,2
0.932,0.819,-3.484,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,192773,2
0.748,0.733,-4.421,0.072,0.0062,0.0,0.329,0.291,93.019,312240,7
0.525,0.433,-10.598,0.185,0.107,0.0,0.135,0.276,160.108,194613,0
0.388,0.688,-8.407,0.0708,0.196,0.00883,0.0781,0.806,170.678,238000,0
0.37,0.706,-7.358,0.0405,0.671,0.00188,0.0986,0.559,120.592,275013,1
0.871,0.532,-13.335,0.0677,0.126,0.00819,0.321,0.74,116.574,347667,2
0.523,0.722,-6.533,0.0307,0.074,0.00336,0.122,0.506,129.424,215867,7
0.733,0.477,-6.737,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133,2
0.845,0.65,-6.421,0.117,0.469,0.0652,0.0677,0.657,120.01,191541,2
0.833,0.537,-9.877,0.256,0.0139,0.00106,0.084,0.417,160.112,230720,6
0.413,0.555,-9.699,0.0427,0.172,0.000309,0.256,0.548,121.976,273545,7
0.473,0.865,-6.391,0.0332,0.123,0.968,0.898,0.513,100.017,153973,4
0.918,0.586,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517,288200,2
0.546,0.427,-8.33,0.0298,0.174,0.0233,0.133,0.191,139.949,181400,7
0.235,0.0719,-29.94,0.0326,0.952,0.834,0.107,0.165,66.859,143679,3
0.29,0.732,-8.442,0.0389,0.000247,0.0159,0.47,0.275,78.667,245654,4
0.388,0.448,-5.221,0.0341,0.851,0.0,0.302,0.397,142.342,207551,1
0.389,0.884,-4.602,0.0741,0.00412,0.172,0.31,0.422,128.604,215560,0
0.521,0.879,-5.233,0.0363,0.00529,0.0227,0.133,0.286,82.031,208240,7
0.277,0.587,-11.057,0.0388,0.39,0.739,0.0987,0.0624,143.641,281774,5
0.706,0.642,-9.357,0.0859,0.00987,0.00961,0.103,0.778,160.027,362413,2
0.736,0.539,-8.316,0.0936,0.0621,0.0312,0.12,0.765,147.73,190440,2
0.626,0.667,-11.817,0.0283,0.209,0.000257,0.0779,0.83,112.776,257631,2
0.866,0.649,-4.96,0.0368,0.0244,0.373,0.114,0.292,110.004,270520,7
0.622,0.852,-10.184,0.153,0.431,0.663,0.114,0.513,135.207,238427,5
0.657,0.562,-8.6,0.0601,0.54,0.00143,0.101,0.704,81.657,188454,1
0.659,0.427,-8.425,0.0376,0.0137,0.0,0.135,0.0367,112.205,121920,7
0.515,0.793,-9.557,0.034,0.849,0.317,0.236,0.737,100.551,274400,1
0.521,0.879,-5.233,0.0363,0.00529,0.0227,0.133,0.286,82.031,208240,7
0.641,0.733,-7.255,0.335,0.458,0.0,0.101,0.732,116.445,177227,6
0.684,0.531,-9.05,0.165,0.732,0.0486,0.28,0.752,165.947,197707,1
0.807,0.693,-5.056,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,218280,7
0.763,0.491,-8.587,0.0316,0.259,0.902,0.14,0.473,93.024,156484,5
0.736,0.681,-6.438,0.343,0.00403,5.08e-06,0.116,0.589,149.911,168451,6
0.651,0.824,-9.368,0.062,0.0145,5.96e-06,0.129,0.733,141.226,256667,2
0.479,0.609,-8.678,0.236,0.127,0.0,0.0815,0.513,107.699,278147,6
0.55,0.373,-8.772,0.0314,0.391,0.0551,0.0935,0.33,121.941,293213,1
0.399,0.598,-7.006,0.133,0.118,0.0,0.121,0.193,106.33,242453,7
0.752,0.695,-5.776,0.0279,0.204,0.00484,0.147,0.6,118.143,187053,2
0.653,0.556,-7.348,0.0264,0.151,0.000216,0.109,0.498,101.789,215359,7
0.468,0.811,-3.44,0.0492,0.0384,1.46e-06,0.0688,0.793,72.987,229893,2
0.434,0.939,-2.983,0.0593,0.0425,0.0,0.491,0.569,159.932,209493,4
0.701,0.412,-9.826,0.0295,0.191,4.08e-06,0.2,0.786,152.227,228040,2
0.541,0.504,-14.191,0.457,0.375,0.0,0.421,0.707,68.482,192040,6
0.316,0.308,-15.944,0.0411,0.854,0.888,0.585,0.095,103.459,659560,3
0.725,0.918,-4.912,0.0676,0.153,0.0328,0.113,0.201,125.009,230400,7
0.749,0.422,-11.004,0.0733,0.321,0.155,0.11,0.601,98.82,308947,1
0.78,0.25,-20.805,0.0783,0.000698,0.101,0.342,0.298,139.991,248991,1
0.69,0.548,-9.587,0.352,0.0259,0.00243,0.106,0.717,121.509,225533,6
0.648,0.887,-4.536,0.188,0.058,0.0,0.0382,0.471,102.128,201848,7
0.133,0.0682,-20.078,0.0576,0.973,0.162,0.105,0.0383,172.05,120053,3
0.676,0.77,-8.728,0.261,0.176,0.000153,0.433,0.733,78.083,471360,4
0.712,0.902,-7.426,0.355,0.114,0.000216,0.394,0.402,98.938,287693,6
0.554,0.749,-7.365,0.0266,0.00189,0.39,0.124,0.823,168.057,252140,0
0.679,0.525,-8.721,0.0594,0.0899,3.53e-05,0.09,0.333,106.871,163738,7
0.611,0.629,-7.82,0.0447,0.124,0.849,0.231,0.366,172.176,265133,5
0.813,0.225,-13.111,0.146,0.184,0.864,0.0883,0.897,99.47,85251,5
0.551,0.86,-7.839,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507,0
0.331,0.957,-6.101,0.0504,0.419,0.0,0.102,0.548,143.299,133093,0
0.921,0.313,-12.543,0.0368,0.104,0.00118,0.0821,0.957,99.3,194428,2
0.777,0.739,-9.089,0.039,0.00212,0.868,0.109,0.202,119.992,500550,5
0.883,0.333,-17.848,0.053,0.00799,0.804,0.257,0.964,121.099,382015,5
0.688,0.716,-5.702,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,7
0.815,0.646,-9.784,0.0546,0.118,4.8e-05,0.0733,0.757,108.392,321067,2
0.586,0.663,-6.547,0.0825,0.161,0.0,0.198,0.693,170.743,217200,0
0.636,0.358,-15.939,0.0304,0.626,0.915,0.103,0.463,130.039,299128,3
0.646,0.784,-7.471,0.108,0.0166,0.0,0.0721,0.179,127.839,197132,7
0.65,0.448,-9.979,0.0947,0.315,0.0,0.0931,0.219,85.045,190734,1
0.672,0.527,-12.702,0.111,0.518,0.26,0.0946,0.331,87.996,248372,1
0.838,0.644,-8.39,0.0731,0.0502,0.834,0.102,0.387,122.041,195738,5
0.834,0.56,-10.062,0.0439,0.0145,0.282,0.446,0.78,125.798,436237,5
0.645,0.664,-10.073,0.0775,0.00881,7.44e-05,0.247,0.4,90.965,279587,7
0.808,0.687,-8.668,0.0397,0.045,0.295,0.0933,0.468,109.953,237853,7
0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,7
0.49,0.261,-11.495,0.042,0.864,0.0,0.106,0.47,123.85,196307,1
0.712,0.942,-5.115,0.165,0.388,0.0146,0.302,0.585,131.812,745653,5
0.306,0.827,-5.789,0.147,2.84e-06,0.00245,0.334,0.493,159.878,97560,0
0.82,0.616,-8.427,0.0361,0.0115,0.445,0.082,0.972,127.86,349720,2
0.612,0.824,-4.758,0.0478,0.013,0.0,0.288,0.586,82.017,171880,7
0.657,0.797,-3.08,0.128,0.00267,0.0,0.609,0.684,85.035,238457,4
0.567,0.863,-5.48,0.0288,0.398,9.15e-05,0.117,0.775,94.978,217648,2
0.462,0.784,-5.069,0.0406,0.209,0.0131,0.0659,0.554,107.625,199053,7
0.575,0.602,-6.591,0.318,0.249,0.00062,0.144,0.561,141.506,235187,6
0.391,0.594,-9.515,0.0284,0.0683,0.0,0.667,0.637,154.817,220467,4
0.538,0.557,-8.678,0.0914,0.262,0.914,0.102,0.506,131.03,231724,5
0.636,0.72,-6.195,0.0432,0.0893,0.0178,0.0868,0.425,124.944,235813,7
0.683,0.668,-7.494,0.0437,0.000173,0.904,0.0357,0.795,124.996,323530,5
0.769,0.632,-4.228,0.0537,0.0325,0.0,0.116,0.294,131.932,176387,7
0.598,0.792,-4.043,0.0478,0.121,0.0,0.158,0.732,97.479,206327,2
0.865,0.505,-11.813,0.102,0.0631,0.0151,0.102,0.475,123.102,301200,2
0.857,0.474,-7.805,0.23,0.377,0.0362,0.102,0.42,85.975,245750,6
0.613,0.853,-5.689,0.0432,0.0128,0.0,0.0916,0.462,145.258,231761,0
0.63,0.671,-7.727,0.0602,0.19,0.753,0.466,0.147,96.478,348742,5
0.695,0.878,-3.429,0.0441,0.153,0.0,0.0764,0.969,162.898,177835,2
0.446,0.89,-7.974,0.0308,0.27,0.661,0.451,0.484,170.002,259765,4
0.481,0.851,-4.528,0.127,0.0846,0.907,0.178,0.848,174.144,263187,5
0.214,0.565,-10.246,0.0493,0.0206,0.00671,0.702,0.297,175.72,302307,4
0.892,0.607,-7.232,0.367,0.144,0.000314,0.0909,0.244,120.0,272720,6
0.683,0.857,-7.492,0.0448,0.088,0.0108,0.0754,0.465,109.99,347613,7
0.536,0.922,-6.247,0.0667,0.0406,8.92e-05,0.214,0.353,121.977,238893,7
0.575,0.691,-7.595,0.03,0.0377,0.563,0.0657,0.734,131.583,215973,5
0.52,0.571,-10.326,0.036,0.168,5.14e-06,0.17,0.701,161.051,239667,0
0.911,0.681,-2.995,0.0582,0.218,0.0031,0.0585,0.894,117.976,192747,2
0.747,0.683,-6.353,0.116,0.156,0.0,0.182,0.845,98.973,179091,2
0.384,0.494,-7.599,0.227,0.003,0.023,0.148,0.3,93.025,217413,7
0.736,0.882,-4.285,0.0398,0.0833,0.000349,0.354,0.517,126.012,218312,4
0.925,0.549,-6.572,0.0656,0.396,0.000154,0.11,0.0904,100.014,183160,7
0.763,0.838,-7.88,0.135,0.301,0.0,0.187,0.537,127.015,229616,2
0.632,0.514,-7.256,0.0266,0.102,0.0,0.132,0.604,100.0,197963,2
0.201,0.00326,-40.029,0.0417,0.995,0.932,0.0549,0.039,67.281,167976,3
0.667,0.133,-15.505,0.043,0.907,4.94e-05,0.138,0.274,120.02,196184,1
0.823,0.768,-6.21,0.0819,0.0146,1.03e-06,0.127,0.216,115.021,274320,7
0.447,0.788,-4.994,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04,193714,7
0.487,0.369,-13.424,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,289307,1
0.313,0.34,-15.315,0.0504,0.0462,0.000465,0.0735,0.407,145.955,273067,1
0.723,0.678,-5.224,0.125,0.0614,0.0,0.372,0.633,106.01,230250,2
0.813,0.406,-12.626,0.0662,0.0203,0.392,0.0757,0.755,122.658,292373,5
0.775,0.529,-7.756,0.0442,0.102,0.583,0.233,0.955,94.966,423747,5
0.388,0.83,-3.808,0.109,0.00803,0.184,0.208,0.489,141.626,261280,0
0.586,0.781,-10.449,0.0294,0.0442,0.913,0.117,0.701,109.991,329493,5
0.589,0.553,-10.372,0.0339,1.79e-05,0.815,0.288,0.139,122.21,224131,5
0.726,0.607,-7.68,0.0498,0.0389,0.0,0.19,0.891,81.997,176744,2
0.561,0.895,-4.903,0.0529,0.766,0.67,0.124,0.634,86.808,213786,5
0.759,0.342,-9.044,0.0406,0.775,0.0,0.112,0.22,99.995,216234,1
0.818,0.886,-12.639,0.0521,0.00336,0.31,0.0711,0.835,117.999,352107,2
0.839,0.48,-12.223,0.113,0.323,0.0505,0.0758,0.437,120.973,369067,1
0.436,0.686,-8.124,0.213,0.481,3.6e-05,0.205,0.82,87.728,262293,2
0.763,0.631,-6.164,0.17,0.253,7.34e-06,0.0906,0.351,114.999,322093,7
0.918,0.729,-8.596,0.271,0.00063,0.0,0.0917,0.467,99.995,117648,6
0.547,0.827,-6.036,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413,7
0.727,0.599,-6.941,0.327,0.317,0.0,0.219,0.386,167.909,197133,6
0.322,0.974,-4.218,0.0979,0.00454,0.822,0.34,0.629,174.291,183000,0
0.615,0.804,-11.04,0.0752,0.0823,0.0,0.085,0.932,85.164,290667,2
0.646,0.892,-5.014,0.0331,0.00211,0.00617,0.117,0.931,119.998,219754,2
0.788,0.515,-10.099,0.0463,0.0184,0.0603,0.131,0.37,111.04,233822,7
0.602,0.796,-5.609,0.0465,0.146,0.0,0.125,0.53,106.005,189780,7
0.653,0.496,-7.262,0.0868,0.625,0.274,0.151,0.102,86.013,195905,1
0.715,0.64,-7.168,0.0317,0.113,0.0418,0.0848,0.4,113.507,329169,7
0.805,0.627,-8.635,0.0962,0.0501,0.196,0.2,0.806,137.608,312459,2
0.6,0.792,-9.076,0.0376,0.264,0.00225,0.0403,0.882,111.612,326321,2
0.36,0.434,-9.51,0.0313,0.795,0.0317,0.0995,0.0737,93.657,298671,1
0.811,0.461,-10.829,0.264,0.629,1.4e-05,0.0767,0.735,75.286,141000,6
0.797,0.961,-8.083,0.0677,0.0167,0.919,0.107,0.359,128.015,211882,5
0.799,0.657,-5.293,0.0377,0.398,3.28e-06,0.0763,0.96,141.661,157068,2
0.768,0.469,-15.492,0.0875,0.075,0.00237,0.108,0.662,120.881,232677,2
0.865,0.896,-7.031,0.0623,0.27,0.0488,0.0676,0.944,111.457,462467,2
0.821,0.721,-10.401,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,252373,2
0.508,0.325,-11.627,0.037,0.96,0.00259,0.188,0.274,92.187,250533,1
0.85,0.818,-8.623,0.0904,0.124,0.00135,0.349,0.839,105.266,311120,2
0.51,0.878,-3.757,0.0441,0.00927,0.0,0.212,0.544,164.287,178237,0
0.887,0.498,-8.276,0.0999,0.0205,0.0444,0.0253,0.854,111.997,474040,2
0.4,0.65,-6.104,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,592920,4
0.34,0.812,-5.783,0.0299,0.0103,0.626,0.263,0.724,219.446,301867,0
0.611,0.677,-6.745,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,0
0.453,0.277,-11.164,0.0305,0.68,0.0,0.0994,0.194,141.386,243227,1
0.668,0.365,-9.465,0.509,0.887,0.0,0.0763,0.623,71.066,111752,6
0.428,0.74,-10.026,0.0588,0.0079,0.935,0.0985,0.0552,134.981,316444,5
0.799,0.783,-4.362,0.0893,0.299,0.000693,0.152,0.772,116.004,241280,2
0.617,0.778,-8.872,0.027,0.459,0.925,0.128,0.152,100.363,127920,5
0.642,0.931,-4.142,0.0417,0.0131,0.825,0.215,0.548,152.005,284400,5
0.284,0.961,-3.993,0.0567,0.000199,0.0,0.365,0.198,186.287,141813,0
0.577,0.447,-5.892,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,6
0.578,0.824,-4.661,0.0283,0.0482,0.0192,0.162,0.952,113.868,208139,2
0.656,0.829,-7.107,0.0459,0.0575,0.00783,0.137,0.576,124.64,156707,2
0.38,0.901,-5.0,0.0846,0.0123,0.445,0.326,0.476,159.874,180493,0
0.736,0.798,-6.174,0.127,0.0579,0.0681,0.161,0.464,113.996,260400,7
0.635,0.766,-6.459,0.26,0.132,0.0,0.122,0.685,93.603,139931,6
0.569,0.857,-5.571,0.0337,0.0101,0.0141,0.141,0.282,104.992,305680,7
0.469,0.823,-3.948,0.0583,0.000613,0.000829,0.185,0.136,122.316,387640,7
0.444,0.61,-10.613,0.288,0.0607,0.0617,0.208,0.188,82.603,287827,6
0.597,0.797,-5.402,0.0359,0.0185,0.546,0.144,0.365,100.014,260453,5
0.766,0.765,-5.832,0.187,0.489,0.000118,0.085,0.542,90.969,132075,2
0.508,0.742,-9.812,0.0447,0.163,0.855,0.183,0.138,87.541,286347,5
0.526,0.712,-6.525,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,7
0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,0
0.563,0.924,-3.909,0.0511,0.00529,0.883,0.31,0.618,94.057,198707,5
0.598,0.542,-9.68,0.0244,0.311,0.0132,0.123,0.36,107.891,273680,1
0.622,0.873,-4.255,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,264000,7
0.592,0.263,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520,1
0.563,0.694,-4.382,0.036,0.00667,0.0,0.138,0.429,111.941,218800,7
0.636,0.566,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,0
0.573,0.934,-5.093,0.379,0.00109,0.00271,0.0961,0.729,151.784,256800,6
0.605,0.76,-5.258,0.0359,0.0222,0.76,0.0937,0.326,122.299,369387,5
0.179,0.437,-7.464,0.0316,0.601,0.000991,0.357,0.175,80.041,62520,1
0.712,0.924,-2.802,0.0683,0.165,1.77e-05,0.906,0.901,77.508,187840,4
0.419,0.853,-8.059,0.0479,0.0023,0.151,0.383,0.122,90.026,287720,4
0.568,0.941,-9.671,0.0561,0.0625,0.934,0.102,0.695,120.002,248280,5
0.36,0.362,-7.102,0.0385,0.652,0.000128,0.107,0.159,116.783,217798,1
0.563,0.694,-4.382,0.036,0.00667,0.0,0.138,0.429,111.941,218800,7
0.587,0.772,-3.722,0.092,0.117,2.53e-05,0.374,0.652,144.014,212507,4
0.611,0.429,-15.362,0.0365,0.128,0.468,0.031,0.469,95.008,703133,5
0.569,0.662,-10.651,0.257,0.0917,0.459,0.317,0.475,173.938,277335,0
0.721,0.797,-5.38,0.245,0.142,0.0,0.27,0.681,137.157,208027,6
0.791,0.729,-9.856,0.054,0.386,0.0126,0.0771,0.709,108.274,317467,2
0.794,0.578,-8.507,0.0571,0.00972,0.748,0.115,0.636,127.013,218147,5
0.586,0.772,-4.732,0.0292,0.00557,0.0346,0.137,0.727,122.531,318213,2
0.679,0.709,-5.851,0.133,0.676,0.0,0.292,0.673,84.543,282308,2
0.643,0.939,-2.984,0.134,0.0767,0.0,0.301,0.941,164.092,180062,0
0.707,0.492,-6.661,0.332,0.104,0.000107,0.159,0.632,155.908,241733,6
0.813,0.659,-7.197,0.0513,0.00267,0.715,0.0607,0.776,123.303,236387,5
0.924,0.688,-9.925,0.0522,0.0818,0.0189,0.085,0.806,124.28,270466,2
0.66,0.698,-4.722,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,214600,7
0.625,0.813,-6.659,0.0981,0.169,0.126,0.13,0.863,183.994,207547,0
0.797,0.372,-15.539,0.0685,0.0183,0.536,0.235,0.74,80.933,234813,5
0.711,0.849,-8.039,0.0528,0.00723,0.631,0.107,0.567,94.989,171947,5
0.597,0.755,-8.009,0.554,0.039,0.000276,0.496,0.87,172.251,183800,6
0.685,0.917,-5.418,0.339,0.73,9.35e-06,0.293,0.789,94.981,101040,6
0.747,0.878,-3.533,0.0282,0.343,0.0,0.0872,0.557,106.004,208333,2
0.802,0.468,-8.432,0.0713,0.404,2.23e-06,0.0873,0.585,121.035,102149,1
0.671,0.781,-5.363,0.311,0.02,0.0,0.0718,0.688,134.02,200754,6
0.872,0.565,-10.236,0.0708,0.00397,0.241,0.0947,0.891,125.99,198101,2
0.691,0.659,-11.817,0.0439,0.268,0.883,0.108,0.743,127.015,230551,5
0.36,0.362,-7.102,0.0385,0.652,0.000128,0.107,0.159,116.783,217798,1
0.749,0.904,-5.184,0.0554,0.00546,0.545,0.0683,0.664,125.005,207460,5
0.874,0.492,-4.898,0.328,0.0305,0.0,0.117,0.636,64.992,217783,6
0.523,0.941,-4.444,0.0377,0.0878,0.148,0.106,0.145,120.67,192324,7
0.666,0.975,-3.47,0.0345,0.0135,0.000925,0.105,0.452,128.005,191388,7
0.156,0.31,-12.126,0.033,0.685,0.907,0.128,0.208,172.567,353101,3
0.703,0.758,-3.825,0.187,0.0166,0.00185,0.641,0.519,100.026,185840,4
0.507,0.665,-7.598,0.0474,0.0144,0.0,0.0759,0.4,126.879,213338,7
0.445,0.708,-6.268,0.0293,0.032,0.0908,0.171,0.414,141.965,258653,0
0.542,0.88,-4.482,0.0458,0.0125,0.0,0.0605,0.227,128.063,264893,7
0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,0
0.891,0.837,-5.402,0.0638,0.283,0.0,0.412,0.767,103.05,287080,2
0.796,0.774,-4.833,0.0509,0.000407,0.812,0.0784,0.313,124.989,279952,5
0.514,0.823,-4.608,0.0596,0.0393,4.44e-06,0.374,0.368,128.015,185625,4
0.697,0.68,-6.847,0.0318,0.000299,0.00674,0.125,0.291,98.002,238206,7
0.352,0.807,-7.781,0.173,0.0193,6.04e-06,0.0963,0.0423,90.772,248133,7
0.505,0.443,-5.91,0.0287,0.159,0.0,0.113,0.553,150.186,172840,0
0.666,0.811,-5.079,0.0357,0.0998,0.0614,0.0588,0.955,124.954,285320,2
0.761,0.781,-5.593,0.0369,0.03,0.0213,0.166,0.609,125.987,268690,2
0.677,0.86,-5.074,0.0348,0.0132,0.0119,0.0487,0.809,121.989,271480,2
0.735,0.801,-5.067,0.0554,0.275,0.0,0.137,0.497,123.094,212333,2
0.459,0.734,-4.587,0.0374,0.0748,0.0,0.0743,0.289,164.583,208867,0
0.881,0.564,-5.239,0.232,0.00138,0.0,0.0983,0.366,100.032,259200,6
0.492,0.413,-10.621,0.03,0.54,0.0291,0.0849,0.239,121.071,243827,1
0.522,0.875,-5.428,0.0371,0.000298,0.0888,0.0955,0.743,105.12,170507,2
0.743,0.472,-10.8,0.0854,0.487,0.766,0.441,0.543,94.722,209840,5
0.713,0.647,-5.244,0.0541,0.00228,0.321,0.0846,0.871,129.856,346707,2
0.471,0.021,-24.385,0.0366,0.931,1.19e-06,0.103,0.356,107.796,164573,3
0.677,0.443,-9.375,0.027,0.514,0.0,0.107,0.629,137.089,202213,1
0.453,0.277,-11.164,0.0305,0.68,0.0,0.0994,0.194,141.386,243227,1
0.7,0.718,-5.897,0.0535,0.0989,0.0609,0.226,0.341,81.997,285221,7
0.742,0.844,-4.622,0.0479,0.000634,0.0,0.0659,0.416,131.986,293840,7
0.332,0.651,-6.268,0.0364,0.151,0.00414,0.0936,0.263,104.67,275318,7
0.646,0.784,-7.471,0.108,0.0166,0.0,0.0721,0.179,127.839,197132,7
0.487,0.526,-9.041,0.0271,0.00999,0.164,0.0976,0.733,75.472,252707,2
0.688,0.299,-7.904,0.034,0.852,0.0,0.1,0.735,82.256,167041,1
0.586,0.805,-9.542,0.0548,0.0248,0.000187,0.353,0.201,110.325,374133,7
0.694,0.716,-7.468,0.0513,0.00909,0.000814,0.0772,0.889,121.427,337187,2
0.813,0.523,-6.584,0.0658,0.0995,2.08e-06,0.273,0.158,101.068,220987,7
0.611,0.677,-6.745,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,0
0.725,0.64,-5.593,0.223,0.402,1.27e-06,0.0993,0.781,82.558,241160,2
0.485,0.794,-8.693,0.0573,0.225,0.787,0.406,0.29,131.953,330920,5
0.519,0.871,-8.115,0.0487,0.0411,0.724,0.16,0.506,111.954,269000,5
0.399,0.761,-6.318,0.0334,0.000105,0.0456,0.0757,0.243,140.084,304907,0
0.584,0.897,-4.489,0.0333,0.556,0.852,0.239,0.91,119.45,212560,5
0.824,0.506,-7.12,0.0291,0.124,0.0,0.113,0.654,130.717,239693,2
0.801,0.633,-9.133,0.0639,0.0675,0.775,0.0657,0.876,127.789,197347,5
0.848,0.666,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662,251573,6
0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,7
0.498,0.553,-6.193,0.0332,0.000103,0.528,0.273,0.235,111.015,322933,5
0.436,0.686,-8.124,0.213,0.481,3.6e-05,0.205,0.82,87.728,262293,2
0.675,0.781,-5.404,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,4
0.792,0.387,-8.192,0.0464,0.597,0.000106,0.0757,0.67,136.996,239427,1
0.445,0.966,-3.751,0.054,0.0149,0.000915,0.164,0.321,109.482,215867,7
