danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0.573,0.906,-5.478,0.0365,0.118,0.0203,0.0271,0.936,120.401,198000,2
0.787,0.679,-12.377,0.0534,0.000641,0.912,0.0618,0.215,117.501,520311,5
0.532,0.711,-11.577,0.0543,0.000619,0.918,0.0655,0.194,117.493,521147,5
0.147,0.119,-18.845,0.0345,0.892,0.0028,0.227,0.114,85.405,194853,3
0.92,0.659,-7.188,0.0614,0.00196,0.0,0.104,0.162,120.054,112053,7
0.718,0.77,-5.077,0.0344,0.0217,1.46e-05,0.36,0.785,93.072,190760,2
0.579,0.846,-3.929,0.0329,0.0265,0.0,0.0418,0.612,98.019,167288,2
0.815,0.646,-9.784,0.0546,0.118,4.8e-05,0.0733,0.757,108.392,321067,2
0.815,0.825,-5.646,0.272,0.293,4.67e-06,0.416,0.96,122.033,85858,6
0.519,0.85,-5.919,0.536,0.276,0.0,0.571,0.567,74.764,336800,6
0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254347,3
0.751,0.547,-8.068,0.0615,0.822,0.0,0.16,0.784,125.346,131027,1
0.614,0.944,-5.361,0.0464,0.00156,1.24e-06,0.34,0.75,129.942,199707,2
0.467,0.714,-8.796,0.0399,0.498,0.0034,0.046,0.364,144.915,176147,0
0.316,0.308,-15.944,0.0411,0.854,0.888,0.585,0.095,103.459,659560,3
0.521,0.924,-1.915,0.0471,0.0494,0.0,0.0726,0.83,90.011,210787,2
0.541,0.713,-9.735,0.0474,0.484,0.0169,0.216,0.961,92.691,448227,2
0.701,0.702,-10.323,0.122,0.525,0.0486,0.235,0.885,110.721,448914,2
0.696,0.873,-5.371,0.169,0.086,0.217,0.437,0.831,116.566,374933,4
0.614,0.614,-7.497,0.0314,0.104,3.59e-05,0.104,0.598,146.03,192680,0
0.681,0.752,-10.531,0.0531,0.0124,0.783,0.077,0.323,115.405,323493,5
0.652,0.454,-5.95,0.16,0.0505,0.0,0.14,0.639,95.063,194143,2
0.779,0.212,-9.759,0.0362,0.759,0.959,0.235,0.444,94.675,145333,1
0.471,0.569,-7.164,0.0567,0.0541,0.317,0.348,0.416,141.312,309064,0
0.298,0.879,-5.084,0.0721,0.000284,2.33e-05,0.174,0.382,122.315,309524,0
0.636,0.864,-9.618,0.044,4.19e-05,0.887,0.104,0.608,123.972,326129,5
0.632,0.586,-11.333,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,5
0.366,0.648,-12.35,0.138,0.513,0.0396,0.197,0.135,136.988,111091,1
0.885,0.64,-5.305,0.0431,0.765,0.0,0.247,0.851,112.658,153413,2
0.688,0.42,-9.015,0.0446,0.723,0.626,0.0734,0.624,137.999,427227,5
0.77,0.801,-4.182,0.0336,0.00375,0.00281,0.0515,0.725,130.76,233133,2
0.789,0.698,-7.843,0.0304,0.593,0.811,0.11,0.706,120.956,219129,5
0.795,0.671,-6.947,0.404,0.156,0.00014,0.2,0.546,129.939,214154,6
0.366,0.407,-10.047,0.0265,0.887,0.263,0.114,0.351,148.436,210400,1
0.71,0.959,-6.689,0.21,0.149,2.06e-05,0.336,0.495,108.006,255333,4
0.585,0.734,-6.987,0.0713,0.00724,0.204,0.76,0.634,127.042,302120,4
0.546,0.506,-7.529,0.0391,0.366,3.25e-06,0.168,0.712,124.322,212147,1
0.479,0.854,-6.101,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,230560,4
0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,7
0.861,0.602,-7.314,0.0617,0.369,0.0644,0.0751,0.684,114.978,225181,2
0.538,0.557,-8.678,0.0914,0.262,0.914,0.102,0.506,131.03,231724,5
0.496,0.896,-5.368,0.0904,0.00024,4.83e-06,0.161,0.343,179.936,215880,0
0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,213707,1
0.832,0.495,-10.601,0.0597,0.000825,0.828,0.114,0.845,117.743,365747,5
0.839,0.585,-7.738,0.153,0.478,0.00281,0.0435,0.89,89.821,181260,2
0.447,0.416,-12.181,0.0258,0.0716,0.00426,0.125,0.295,103.068,156467,1
0.782,0.589,-7.37,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,182960,2
0.735,0.453,-8.264,0.0602,0.413,0.0,0.104,0.335,115.002,217387,1
0.757,0.619,-8.001,0.145,0.388,0.0,0.112,0.615,160.06,219014,0
0.882,0.274,-10.056,0.488,0.249,0.0,0.0723,0.471,130.032,133016,6
0.882,0.274,-10.056,0.488,0.249,0.0,0.0723,0.471,130.032,133016,6
0.784,0.298,-9.56,0.0542,0.125,3.19e-05,0.0678,0.846,87.172,279240,2
0.808,0.916,-4.54,0.0635,0.00431,0.598,0.0445,0.685,121.99,362282,5
0.747,0.887,-4.708,0.0438,0.0242,0.881,0.132,0.503,127.992,272677,5
0.634,0.857,-11.661,0.0415,0.0124,0.84,0.0984,0.238,123.992,405933,5
0.603,0.921,-3.555,0.0931,0.198,0.00035,0.133,0.816,122.978,145773,2
0.885,0.664,-11.795,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,2
0.93,0.482,-9.925,0.0411,0.0302,0.00219,0.103,0.569,120.021,204992,2
0.585,0.62,-9.075,0.0521,0.0125,0.0164,0.135,0.728,80.021,264000,2
0.801,0.454,-9.582,0.0572,0.02,0.339,0.0965,0.4,118.001,316907,5
0.757,0.868,-9.326,0.062,0.411,0.00221,0.355,0.815,138.923,199200,2
0.729,0.818,-9.992,0.0732,0.157,0.284,0.195,0.906,125.814,267000,2
0.698,0.708,-6.459,0.028,0.0671,0.443,0.112,0.552,106.055,217987,5
0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,268320,2
0.798,0.809,-6.152,0.0839,0.0317,0.0,0.214,0.471,90.006,206920,7
0.708,0.441,-12.931,0.196,0.242,0.000147,0.0899,0.724,125.191,196000,6
0.766,0.816,-5.919,0.0659,0.322,0.326,0.243,0.688,99.248,368027,2
0.226,0.212,-10.916,0.0333,0.943,0.0161,0.123,0.184,75.689,197800,1
0.65,0.89,-8.11,0.0553,0.611,0.056,0.0786,0.972,114.513,126667,2
0.704,0.895,-7.81,0.0647,0.00428,0.28,0.267,0.869,118.662,405560,2
0.606,0.913,-7.865,0.0417,0.0154,0.905,0.326,0.817,146.15,195307,5
0.762,0.651,-13.34,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,5
0.659,0.594,-8.494,0.0261,0.162,0.846,0.632,0.851,100.033,172507,4
0.909,0.419,-10.422,0.396,0.22,0.0,0.223,0.522,110.012,177818,6
0.723,0.754,-9.376,0.0576,0.0491,0.00112,0.393,0.592,97.203,420720,4
0.283,0.512,-8.103,0.0334,0.717,0.0,0.0842,0.484,94.942,163213,1
0.628,0.862,-6.12,0.0499,0.218,0.0514,0.0618,0.705,103.165,590707,5
0.623,0.103,-15.008,0.0393,0.712,0.000177,0.109,0.319,92.257,216773,1
0.532,0.595,-6.146,0.0307,0.0782,6.1e-06,0.865,0.109,102.409,258440,4
0.465,0.727,-5.181,0.0353,0.0112,0.802,0.0964,0.465,118.149,232867,5
0.69,0.911,-9.075,0.0499,0.0133,0.907,0.127,0.611,124.019,498333,5
0.447,0.948,-5.905,0.0994,0.00529,0.903,0.383,0.301,154.973,234613,5
0.586,0.4,-8.739,0.0289,0.893,0.578,0.161,0.43,112.33,237973,1
0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254347,3
0.524,0.181,-14.762,0.0477,0.98,0.000253,0.107,0.423,153.466,141267,1
0.694,0.752,-6.964,0.106,0.189,0.0113,0.0445,0.616,125.972,319125,2
0.286,0.704,-5.12,0.0374,6.89e-05,0.034,0.192,0.186,145.843,215822,0
0.375,0.63,-5.131,0.0453,0.0552,0.0,0.107,0.349,115.728,202200,7
0.906,0.444,-8.692,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,6
0.916,0.519,-12.409,0.077,0.293,0.0,0.379,0.761,125.137,169000,2
0.822,0.863,-8.035,0.196,0.155,0.000632,0.0913,0.602,100.959,156879,2
0.756,0.85,-5.885,0.0538,0.0559,0.000809,0.111,0.415,100.005,257053,7
0.555,0.759,-6.214,0.142,0.189,0.459,0.248,0.259,192.272,52006,0
0.805,0.403,-12.751,0.101,0.175,0.824,0.0941,0.373,127.016,342360,5
0.678,0.405,-12.022,0.0514,0.656,0.921,0.231,0.165,104.289,184813,3
0.679,0.462,-10.128,0.0326,0.0442,0.793,0.0846,0.302,120.012,321560,5
0.804,0.64,-8.598,0.0404,0.0004,0.935,0.0812,0.0425,124.004,434958,5
0.815,0.459,-12.588,0.0906,0.078,0.826,0.067,0.613,124.996,489750,5
0.896,0.339,-9.576,0.0884,0.0183,0.552,0.0311,0.389,122.106,508120,5
0.44,0.842,-13.408,0.037,0.000126,1.68e-05,0.0929,0.332,104.115,264667,7
0.815,0.747,-8.066,0.071,0.0109,0.756,0.0806,0.158,119.978,179865,5
0.422,0.874,-4.606,0.0534,0.000166,0.231,0.143,0.392,102.743,233880,7
0.658,0.568,-7.579,0.0312,0.028,0.00356,0.105,0.882,128.636,109031,2
0.865,0.603,-11.289,0.0532,0.00159,0.428,0.0782,0.601,135.006,250273,5
0.778,0.933,-5.719,0.214,0.00195,0.807,0.602,0.535,124.993,361070,4
0.89,0.443,-8.654,0.0497,0.0376,0.392,0.375,0.199,122.002,400926,5
0.733,0.638,-8.738,0.144,0.515,0.33,0.144,0.32,143.019,515087,5
0.748,0.623,-5.08,0.0285,0.109,0.0,0.15,0.21,105.045,250000,7
0.744,0.555,-6.744,0.0321,0.758,0.0,0.108,0.775,121.241,169333,1
0.702,0.606,-5.133,0.116,0.00158,0.0,0.184,0.456,85.0,191960,7
0.682,0.746,-5.52,0.261,0.0163,0.0,0.215,0.586,160.002,211000,6
0.326,0.543,-10.335,0.0379,0.537,0.0,0.184,0.39,104.59,180419,1
0.376,0.522,-7.54,0.0328,0.427,0.0,0.0595,0.497,110.683,139516,1
0.339,0.208,-16.725,0.0308,0.396,0.000519,0.18,0.288,98.54,218013,1
0.465,0.696,-6.233,0.0363,0.00777,0.00196,0.142,0.0494,174.806,234858,0
0.916,0.571,-8.241,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,6
0.767,0.686,-10.476,0.0461,0.0681,0.91,0.111,0.565,114.07,430576,5
0.864,0.552,-8.851,0.0495,0.0853,0.778,0.094,0.751,112.378,126467,5
0.457,0.909,-3.189,0.0576,0.661,1.54e-06,0.124,0.827,93.193,176613,2
0.796,0.794,-5.661,0.0386,0.536,0.29,0.0896,0.853,136.055,196570,2
0.418,0.547,-4.932,0.0295,0.211,0.0443,0.188,0.13,131.983,230720,7
0.81,0.793,-9.404,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627,2
0.675,0.648,-4.748,0.161,0.0804,0.0,0.583,0.293,130.968,326107,4
0.845,0.705,-4.271,0.243,0.0218,0.0,0.339,0.334,132.05,246047,6
0.766,0.809,-6.123,0.279,0.0011,0.0,0.168,0.325,130.127,188013,6
0.85,0.509,-9.637,0.378,0.147,0.0,0.0759,0.763,134.9,261321,6
0.416,0.582,-6.475,0.0555,0.00485,0.0,0.364,0.169,170.059,225853,0
0.758,0.78,-3.817,0.332,0.24,0.0,0.151,0.557,93.979,199227,6
0.455,0.467,-9.094,0.26,0.596,0.0,0.127,0.334,184.969,203854,0
0.424,0.157,-18.141,0.0428,0.95,0.0593,0.101,0.342,91.537,171653,1
0.551,0.503,-6.678,0.17,0.0475,0.0,0.116,0.305,80.266,228147,7
0.636,0.761,-7.752,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,7
0.705,0.674,-8.432,0.04,0.0184,0.0149,0.138,0.103,105.0,343800,7
0.378,0.572,-6.361,0.175,0.156,0.152,0.0579,0.342,134.957,282053,0
0.619,0.701,-7.895,0.0629,0.123,0.00378,0.407,0.59,84.947,187000,4
0.735,0.555,-8.84,0.0366,0.382,0.856,0.0952,0.523,100.01,277975,5
0.607,0.435,-6.604,0.0475,0.0564,0.0178,0.171,0.249,120.045,248000,7
0.445,0.708,-6.268,0.0293,0.032,0.0908,0.171,0.414,141.965,258653,0
0.562,0.469,-5.537,0.0354,0.101,0.0014,0.108,0.466,91.164,181625,7
0.671,0.65,-7.687,0.0665,0.198,0.0057,0.6,0.323,91.961,250707,4
0.861,0.602,-7.314,0.0617,0.369,0.0644,0.0751,0.684,114.978,225181,2
0.745,0.847,-4.566,0.0341,0.191,0.808,0.112,0.774,125.02,556924,5
0.785,0.642,-12.607,0.157,0.206,0.0,0.0745,0.699,103.698,286200,2
0.654,0.743,-7.44,0.0605,0.0125,0.0272,0.153,0.632,114.846,457676,2
0.901,0.136,-16.127,0.102,0.667,0.354,0.109,0.643,150.076,211140,1
0.467,0.88,-5.086,0.0571,0.0019,0.00706,0.409,0.648,176.969,260013,0
0.712,0.691,-8.157,0.128,0.122,0.0,0.0538,0.742,97.022,246933,2
0.853,0.693,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,233787,6
0.704,0.39,-12.232,0.487,0.134,0.000159,0.0877,0.497,173.951,309907,6
0.521,0.851,-3.235,0.0336,0.0559,0.0,0.267,0.828,130.032,182160,2
0.823,0.524,-11.475,0.274,0.0175,0.0,0.0792,0.755,125.956,206903,6
0.566,0.869,-7.614,0.0335,4.69e-06,0.336,0.0503,0.662,129.948,123547,0
0.675,0.92,-3.823,0.0343,0.0818,0.432,0.14,0.936,142.599,366841,5
0.794,0.597,-6.552,0.228,0.513,0.000934,0.117,0.58,143.08,167573,6
0.724,0.573,-4.113,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4
0.515,0.902,-4.729,0.383,0.0313,0.0,0.093,0.628,174.589,238419,6
0.859,0.625,-5.437,0.0914,0.00538,0.000124,0.184,0.636,149.948,219737,2
0.683,0.409,-13.627,0.331,0.783,0.0,0.116,0.274,79.768,172957,6
0.699,0.724,-5.126,0.223,0.102,0.0,0.0865,0.402,140.157,197452,6
0.497,0.734,-6.112,0.382,0.377,0.0,0.151,0.384,139.096,196480,6
0.74,0.454,-10.544,0.0786,0.596,0.0,0.101,0.688,71.995,186384,1
0.88,0.697,-8.468,0.328,0.285,7.66e-05,0.0889,0.751,129.989,151987,6
0.506,0.43,-17.402,0.317,0.289,0.013,0.135,0.293,137.648,240363,6
0.0555,0.233,-30.563,0.0983,0.814,0.971,0.112,0.00517,56.588,591000,3
0.577,0.844,-3.741,0.351,0.551,0.0,0.138,0.662,140.167,164806,6
0.652,0.433,-12.843,0.0588,0.134,7.37e-06,0.146,0.675,91.471,258733,2
0.545,0.904,-5.201,0.34,0.00298,0.00117,0.0679,0.674,139.871,278227,6
0.722,0.665,-6.075,0.445,0.397,0.0,0.0811,0.338,139.881,181714,6
0.817,0.781,-4.178,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707,7
0.369,0.956,-7.257,0.299,0.21,0.056,0.184,0.084,144.794,142345,0
0.621,0.432,-13.445,0.445,0.368,0.0,0.0884,0.71,136.372,195419,6
0.823,0.745,-6.637,0.247,0.00282,0.000332,0.323,0.58,91.919,224867,6
0.745,0.822,-6.354,0.252,0.0103,4.2e-06,0.155,0.415,86.733,143214,6
0.678,0.922,-5.311,0.219,0.329,0.0,0.0925,0.349,140.066,213251,6
0.794,0.801,-6.433,0.271,0.352,0.0,0.0799,0.717,147.074,187400,6
0.656,0.746,-4.716,0.314,0.126,0.0,0.508,0.824,104.044,188939,6
0.452,0.149,-12.857,0.0312,0.854,0.000317,0.0992,0.197,146.866,234874,1
0.584,0.621,-5.703,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,178253,4
0.666,0.366,-11.273,0.916,0.739,0.0,0.368,0.665,86.244,143305,6
0.589,0.809,-5.292,0.0376,0.231,0.0,0.0719,0.496,88.965,194413,7
0.613,0.839,-3.799,0.0352,0.000854,0.0,0.341,0.526,104.975,223627,7
0.555,0.746,-5.522,0.033,0.00825,0.0,0.0796,0.712,75.01,154707,2
0.588,0.622,-5.535,0.0303,0.0906,0.000633,0.2,0.229,107.942,277573,7
0.528,0.842,-6.217,0.0411,0.151,3e-05,0.117,0.796,83.948,251067,2
0.652,0.654,-6.69,0.0377,0.252,0.000553,0.117,0.605,120.019,211160,2
0.511,0.812,-4.763,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,187760,2
0.537,0.658,-5.405,0.0451,0.122,0.0,0.116,0.354,176.241,192507,0
0.554,0.743,-6.016,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,2
0.554,0.903,-3.152,0.0515,0.0103,0.0,0.107,0.419,112.998,206827,7
0.726,0.596,-6.846,0.0392,0.147,0.000394,0.106,0.697,115.001,231173,2
0.576,0.867,-2.392,0.0681,0.0638,1.31e-05,0.109,0.732,135.022,162093,0
0.464,0.813,-6.185,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,7
0.521,0.805,-4.481,0.0289,0.124,0.000219,0.33,0.527,141.967,176987,0
0.466,0.504,-7.456,0.0396,0.641,0.0,0.226,0.222,151.719,232160,1
0.59,0.578,-6.108,0.0332,0.0155,0.0,0.158,0.507,156.113,185474,0
0.532,0.64,-6.684,0.0314,0.344,0.0,0.361,0.308,84.029,212320,7
0.674,0.693,-4.777,0.0579,0.22,0.000197,0.0956,0.961,159.926,167200,2
0.634,0.668,-5.488,0.0291,0.14,0.0,0.216,0.635,80.989,224627,2
0.574,0.937,-4.34,0.112,0.0453,0.0,0.242,0.446,103.006,217333,7
0.613,0.161,-16.719,0.0449,0.951,0.854,0.123,0.34,91.882,184093,3
0.686,0.576,-6.633,0.0284,0.443,1.66e-05,0.212,0.72,83.969,208213,2
0.434,0.664,-5.883,0.0346,0.0968,0.0,0.141,0.465,145.88,266787,0
0.443,0.817,-3.729,0.0511,0.318,0.0,0.374,0.652,168.1,183413,0
0.533,0.533,-8.266,0.0324,0.093,0.0,0.0972,0.531,159.9,230722,0
0.434,0.921,-2.248,0.0688,0.0207,0.00209,0.116,0.426,171.945,195307,0
0.523,0.725,-5.448,0.0339,0.0558,6.96e-06,0.0937,0.528,155.855,214800,0
0.612,0.799,-4.603,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,2
0.491,0.904,-4.324,0.0344,0.0985,0.0,0.183,0.588,150.007,211227,0
0.468,0.517,-7.049,0.0574,0.875,0.00705,0.171,0.425,69.282,296053,1
0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,224853,1
0.622,0.745,-5.674,0.0262,0.0166,0.000875,0.292,0.59,91.0,194240,7
0.656,0.917,-4.652,0.0495,0.045,0.000732,0.0878,0.961,152.067,181000,2
0.775,0.559,-5.89,0.0417,0.081,0.0,0.219,0.408,100.042,161120,7
0.573,0.795,-5.561,0.0558,0.129,1.78e-05,0.186,0.705,128.101,181067,2
0.596,0.679,-6.395,0.0394,0.723,0.0,0.116,0.479,131.912,207974,1
0.403,0.745,-6.534,0.0867,0.0292,0.0,0.0981,0.644,186.242,211307,0
0.536,0.722,-4.163,0.0284,0.312,0.0,0.117,0.499,143.78,203293,0
0.683,0.796,-4.179,0.0285,0.111,0.0,0.197,0.531,90.031,201893,7
0.674,0.332,-16.552,0.936,0.845,0.0,0.42,0.515,91.231,59851,6
0.736,0.458,-7.437,0.0316,0.441,0.0,0.148,0.65,98.977,162547,1
0.835,0.527,-7.272,0.128,0.204,0.000423,0.283,0.611,106.003,218200,2
0.425,0.372,-10.92,0.03,0.861,0.0148,0.0733,0.292,79.456,259280,1
0.458,0.897,-4.879,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,0
0.514,0.918,-4.306,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,0
0.482,0.739,-5.476,0.0342,0.422,1.87e-05,0.468,0.613,155.932,230832,4
0.446,0.759,-5.053,0.0331,0.0636,0.0,0.098,0.56,170.17,172102,0
0.555,0.896,-3.295,0.0388,0.00434,0.0,0.145,0.578,114.995,177067,7
0.578,0.73,-3.861,0.045,0.0416,0.0,0.0981,0.575,92.035,158667,7
0.502,0.792,-5.473,0.0335,0.304,0.0385,0.143,0.44,155.902,215080,0
0.696,0.641,-5.807,0.0261,0.142,0.0,0.132,0.664,101.981,182600,2
0.655,0.0645,-14.765,0.0429,0.854,1.11e-05,0.107,0.278,129.399,248053,1
0.651,0.782,-4.295,0.0718,0.295,0.0,0.107,0.945,171.987,176893,0
0.527,0.812,-5.49,0.0389,0.228,0.0,0.0764,0.373,97.188,215642,7
0.681,0.845,-5.147,0.0525,0.0304,0.0,0.197,0.761,132.023,184040,2
0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,229360,0
0.524,0.186,-9.211,0.159,0.941,0.0,0.122,0.408,173.503,246295,1
0.689,0.808,-3.28,0.0572,0.0721,0.0,0.241,0.674,91.012,207680,2
0.744,0.804,-6.327,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,7
0.683,0.691,-5.535,0.0432,0.243,0.0,0.14,0.732,179.91,219507,0
0.744,0.859,-3.166,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,2
0.704,0.691,-5.414,0.158,0.255,0.0,0.129,0.427,143.982,270493,7
0.852,0.773,-2.921,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,2
0.489,0.962,-2.597,0.215,0.0277,6.18e-06,0.128,0.518,104.563,194942,7
0.896,0.859,-4.232,0.211,0.154,0.000115,0.212,0.938,93.016,201280,2
0.832,0.772,-5.429,0.1,0.0559,0.000486,0.44,0.704,96.016,209453,2
0.696,0.858,-5.155,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,188627,0
0.639,0.869,-4.024,0.147,0.27,0.0,0.0802,0.767,169.801,307910,0
0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,229360,0
0.761,0.838,-3.073,0.0502,0.4,0.0,0.176,0.71,93.974,222560,2
0.798,0.809,-6.152,0.0839,0.0317,0.0,0.214,0.471,90.006,206920,7
0.76,0.838,-3.828,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,210323,2
0.74,0.879,-2.251,0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,2
0.748,0.565,-5.895,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,0
0.663,0.92,-4.07,0.226,0.00431,1.69e-05,0.101,0.533,99.935,259196,7
0.689,0.675,-4.281,0.32,0.531,3.17e-06,0.115,0.604,180.065,205600,6
0.747,0.911,-2.644,0.101,0.0985,0.0,0.147,0.658,92.978,224360,2
0.777,0.911,-3.223,0.173,0.246,0.0,0.257,0.704,96.017,238813,2
0.765,0.816,-3.99,0.0595,0.124,8.06e-05,0.197,0.624,89.005,212027,2
0.761,0.829,-3.203,0.0682,0.169,0.0,0.189,0.814,92.034,252003,2
0.775,0.679,-4.985,0.0465,0.147,0.0,0.155,0.674,91.0,229387,2
0.628,0.69,-5.83,0.0511,0.443,0.0,0.113,0.66,179.908,205907,0
0.722,0.84,-3.633,0.0418,0.0564,0.0,0.618,0.841,92.005,197087,4
0.745,0.944,-3.959,0.134,0.21,1.45e-06,0.333,0.951,179.991,229510,0
0.646,0.865,-4.215,0.0983,0.269,4.16e-06,0.11,0.762,191.954,217093,0
0.739,0.821,-4.233,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,0
0.732,0.801,-3.859,0.0327,0.39,0.0,0.31,0.824,123.981,196480,2
0.692,0.855,-4.77,0.0725,0.24,0.0,0.0967,0.777,94.984,228147,2
0.73,0.701,-5.885,0.106,0.132,0.0,0.151,0.785,175.95,207307,0
0.716,0.908,-3.254,0.103,0.0858,0.0,0.135,0.869,91.03,199693,2
0.671,0.954,-1.87,0.13,0.0244,0.0,0.111,0.556,104.114,247493,2
0.827,0.646,-4.727,0.0766,0.0724,0.0,0.247,0.512,92.057,197840,2
0.832,0.608,-6.042,0.0385,0.282,0.0,0.0761,0.589,94.013,198707,2
0.688,0.719,-4.746,0.0555,0.163,0.0,0.15,0.605,88.015,240000,2
0.899,0.626,-4.228,0.292,0.076,0.0,0.0631,0.873,88.007,234320,6
0.724,0.809,-4.96,0.056,0.0345,0.0,0.169,0.496,95.037,181048,7
0.712,0.841,-5.432,0.0455,0.0685,7.87e-05,0.0672,0.658,98.003,199281,2
0.798,0.818,-4.628,0.0801,0.113,0.00315,0.0942,0.951,176.0,236493,2
0.593,0.691,-7.638,0.0253,0.141,0.0,0.114,0.2,99.946,207187,7
0.768,0.742,-6.308,0.0443,0.234,0.0,0.14,0.797,114.679,219227,2
0.725,0.711,-4.544,0.0335,0.0821,0.0,0.0931,0.477,93.003,246653,7
0.664,0.46,-10.974,0.105,0.782,3.19e-06,0.176,0.793,170.057,244933,1
0.667,0.67,-5.632,0.147,0.195,0.0,0.16,0.796,172.061,277240,0
0.745,0.66,-5.461,0.0878,0.0575,0.0,0.108,0.934,95.154,167453,2
0.721,0.896,-5.023,0.0574,0.0495,0.0,0.138,0.838,97.988,217021,2
0.646,0.833,-5.134,0.057,0.112,0.000462,0.121,0.278,108.003,223947,7
0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,0
0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,0
0.493,0.759,-8.037,0.0595,0.00199,2.69e-05,0.0387,0.596,152.02,195082,0
0.616,0.868,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4
0.599,0.941,-4.472,0.0742,0.0211,0.00145,0.128,0.707,150.017,143160,0
0.622,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452,180267,7
0.435,0.887,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040,0
0.965,0.414,-6.408,0.0713,0.189,0.0,0.0767,0.728,121.032,214648,2
0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,229360,0
0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,0
0.775,0.613,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,2
0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,2
0.44,0.413,-7.365,0.0407,0.105,3.4e-05,0.0997,0.141,86.911,258188,7
0.697,0.506,-4.863,0.0325,0.0792,0.0,0.0893,0.516,100.002,211364,7
0.633,0.592,-7.245,0.112,0.197,0.0,0.099,0.679,90.066,193511,2
0.72,0.727,-3.882,0.0489,0.0556,0.0,0.138,0.481,99.994,223190,7
0.756,0.572,-7.019,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400,7
0.573,0.781,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,0
0.689,0.582,-5.785,0.0675,0.271,0.0,0.112,0.555,102.05,210880,2
0.679,0.0665,-8.784,0.0301,0.503,0.894,0.118,0.158,99.998,249600,3
0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,193613,2
0.67,0.585,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,7
0.739,0.619,-6.669,0.162,0.0572,0.0,0.105,0.58,112.961,222787,2
0.735,0.425,-6.648,0.0464,0.011,0.0,0.055,0.848,85.896,188174,2
0.656,0.615,-6.252,0.0539,0.0283,0.0,0.234,0.366,139.91,197253,7
0.565,0.771,-5.22,0.213,0.00464,0.0,0.0568,0.573,168.385,225526,0
0.545,0.366,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,208212,1
0.754,0.762,-4.486,0.0849,0.45,6.67e-05,0.224,0.673,92.002,272667,2
0.741,0.559,-7.775,0.03,0.00728,0.000971,0.21,0.466,101.999,221983,7
0.87,0.502,-7.497,0.0549,0.549,0.00356,0.0916,0.673,82.53,160597,2
0.715,0.605,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733,7
